DATE,PRICE
03/08/2016,40.45
04/08/2016,41.33
05/08/2016,42.47
08/08/2016,43.24
09/08/2016,43.37
10/08/2016,42.19
11/08/2016,44.23
12/08/2016,45.12
15/08/2016,47.31
16/08/2016,48.27
17/08/2016,48.58
18/08/2016,49.46
19/08/2016,49.39
22/08/2016,48.1
23/08/2016,48.7
24/08/2016,47.56
25/08/2016,49.25
26/08/2016,49.66
29/08/2016,49.66
30/08/2016,47.94
31/08/2016,47.94
01/09/2016,45.05
02/09/2016,45.96
05/09/2016,46.72
06/09/2016,46.21
07/09/2016,47
08/09/2016,49.23
09/09/2016,48.37
12/09/2016,47.82
13/09/2016,46.48
14/09/2016,45.65
15/09/2016,45.83
16/09/2016,45.26
19/09/2016,46.04
20/09/2016,45.24
21/09/2016,45.99
22/09/2016,47.21
23/09/2016,46.71
26/09/2016,46.61
27/09/2016,44.95
28/09/2016,45.49
29/09/2016,48.43
30/09/2016,48.24
03/10/2016,48.61
04/10/2016,48.81
05/10/2016,49.57
06/10/2016,50.14
07/10/2016,50.49
10/10/2016,51.54
11/10/2016,50.48
12/10/2016,49.53
13/10/2016,49.29
14/10/2016,48.87
17/10/2016,49.31
18/10/2016,49.81
19/10/2016,51.85
20/10/2016,50.42
21/10/2016,50.28
24/10/2016,49.8
25/10/2016,49.08
26/10/2016,48.98
27/10/2016,49.13
28/10/2016,47.78
31/10/2016,46.2
01/11/2016,45.77
02/11/2016,44.26
03/11/2016,43.84
04/11/2016,43.06
07/11/2016,42.83
08/11/2016,43.47
09/11/2016,43.88
10/11/2016,43.67
11/11/2016,41.61
14/11/2016,41.83
15/11/2016,44.15
16/11/2016,45.07
17/11/2016,44.57
18/11/2016,44.41
21/11/2016,45.96
22/11/2016,46.1
23/11/2016,46.54
24/11/2016,47.54
25/11/2016,46.32
28/11/2016,46.64
29/11/2016,44.68
30/11/2016,47.95
01/12/2016,52.28
02/12/2016,52.35
05/12/2016,53.3
06/12/2016,52.31
07/12/2016,51.9
08/12/2016,51.6
09/12/2016,52.19
12/12/2016,53.99
13/12/2016,53.28
14/12/2016,53.15
15/12/2016,51.72
16/12/2016,54.15
19/12/2016,53.53
20/12/2016,54.56
21/12/2016,53.01
22/12/2016,54.04
23/12/2016,53.93
26/12/2016,53.93
27/12/2016,53.93
28/12/2016,53.93
29/12/2016,54.95
30/12/2016,54.96
